Date,Title,ppc_Title,Tokens,Stop_tokens,Sentiment_Word,Pos_Word,Neg_Word,Zero_Word,Score
2024-02-05,네이버·카카오가 키운 웹툰 판…콧대 높던 日·佛 기업도 '군침',네이버 카카오가 키운 웹툰 판 콧대 높던 日 佛 기업도  군침,"['네이버', '카카오', '웹툰', '판', '콧대', '기업', '군침']",카카오 웹툰 판 콧대 기업 군침,"카카오, 기업, 군침",군침,,"카카오, 웹툰, 판, 콧대, 기업",1
2024-02-05,"국민대 플랫폼SME연구센터, 네이버와 ‘디지털 상공인 리포트 2023’ 발간한다",국민대 플랫폼SME연구센터  네이버와  디지털 상공인 리포트 2023  발간한다,"['국민대', '플랫폼', '연구', '센터', '네이버', '디지털', '상공인', '리포트', '발간']",국민대 플랫폼 연구 센터 디지털 상공인 리포트 발간,"플랫폼, 디지털",,,"국민대, 플랫폼, 연구, 센터, 디지털, 상공인, 리포트, 발간",0
2024-02-05,"네이버클라우드 ‘클로바 스피치’, 생방송도 실시간 자막 달아준다",네이버클라우드  클로바 스피치   생방송도 실시간 자막 달아준다,"['네이버클라우드', '하이퍼클로바X', '스피치', '방송', '실시간', '자막']",네이버클라우드 하이퍼클로바X 스피치 방송 실시간 자막,"방송, 실시간",,,"네이버클라우드, 하이퍼클로바X, 스피치, 방송, 실시간, 자막",0
2024-02-05,[특징주]최대 실적 상승분 되돌리는 네이버…5%대↓,최대 실적 상승분 되돌리는 네이버 5 대,"['최대', '실적', '상승', '네이버']",최대 실적 상승,"최대, 실적, 상승","최대, 상승",,실적,2
2024-02-05,기사 좌표찍고 댓글 폭탄 여론조작… 네이버 “제재 못해” 팔짱,기사 좌표찍고 댓글 폭탄 여론조작  네이버  제재 못해  팔짱,"['기사', '좌표', '댓글', '폭탄', '여론', '조작', '네이버', '제재', '팔짱']",기사 좌표 댓글 폭탄 여론 조작 제재 팔짱,"기사, 댓글, 폭탄, 조작, 제재",,"폭탄, 조작, 제재","기사, 좌표, 댓글, 여론, 팔짱",-3
2024-02-05,"네이버, 수익성 강화 효과 드러날 것... 주가 상승여력 충분-유진",네이버  수익성 강화 효과 드러날 것    주가 상승여력 충분 유진,"['네이버', '수익', '강화', '효과', '주가', '상승', '여력', '충분', '유진']",수익 강화 효과 주가 상승 여력 충분 유진,"수익, 강화, 주가, 상승, 충분","수익, 강화, 상승, 충분",,"효과, 주가, 여력, 유진",4
2024-02-05,"[특징주] 네이버, 역대 최대 실적에도 5.6% 급락",네이버  역대 최대 실적에도 5 6  급락,"['네이버', '역대', '최대', '실적', '급락']",역대 최대 실적 급락,"역대, 최대, 실적, 급락",최대,"역대, 급락",실적,-2
2024-02-05,"DB證 “네이버, 비용 통제로 이익 성장 전망… 목표가 29만3000원”",DB證  네이버  비용 통제로 이익 성장 전망  목표가 29만3000원,"['네이버', '비용', '통제', '이익', '성장', '전망', '목표']",비용 통제 이익 성장 전망 목표,"비용, 이익, 성장, 전망, 목표","이익, 성장, 목표",비용,"통제, 전망",3
2024-02-05,"네이버, 실적 개선·멀티플 상승 전망-유안타",네이버  실적 개선 멀티플 상승 전망 유안타,"['네이버', '실적', '개선', '멀티', '풀', '상승', '전망', '유', '안타']",실적 개선 멀티 풀 상승 전망 유 안타,"실적, 개선, 상승, 전망","개선, 상승",,"실적, 멀티, 풀, 전망, 유, 안타",2
2024-02-05,"네이버, AI수익화·웹툰 흑자·페이 고성장…높아지는 기대감-현대차증권",네이버  AI수익화 웹툰 흑자 페이 고성장 높아지는 기대감 현대차증권,"['네이버', '수익', '웹툰', '흑자', '페이', '성장', '기대감', '현대차', '증권']",수익 웹툰 흑자 페이 성장 기대감 현대차 증권,"수익, 흑자, 페이, 성장, 기대감, 현대차, 증권","수익, 흑자, 성장, 기대감",,"웹툰, 페이, 현대차, 증권",4
2024-02-05,"덕트인, '설맞이 특가' 힘펠 휴젠뜨 네이버쇼핑 라이브 진행",덕트인   설맞이 특가  힘펠 휴젠뜨 네이버쇼핑 라이브 진행,"['덕', '설맞이', '특가', '힘펠', '휴젠뜨', '네이버쇼핑', '라이브', '진행']",덕 설맞이 특가 힘펠 휴젠뜨 네이버쇼핑 라이브 진행,"덕, 진행","덕, 진행",,"설맞이, 특가, 힘펠, 휴젠뜨, 네이버쇼핑, 라이브",3
2024-02-05,"[2024 대한민국 AI 혁신의 해]④ 뤼튼테크놀로지스, 생성 AI 시대 네이버 꿈꾼...",④ 뤼튼테크놀로지스  생성 AI 시대 네이버 꿈꾼,"['뤼튼테크놀로지스', '생성', '시대', '네이버']",뤼튼테크놀로지스 생성 시대,시대,,,"뤼튼테크놀로지스, 생성, 시대",0
2024-02-05,"함소아제약, 5일 '설맞이 할인전' 네이버쇼핑 라이브 진행",함소아제약  5일  설맞이 할인전  네이버쇼핑 라이브 진행,"['소아', '제약', '설맞이', '할인', '전', '네이버쇼핑', '라이브', '진행']",소아 제약 설맞이 할인 전 네이버쇼핑 라이브 진행,"할인, 진행","할인, 진행",,"소아, 제약, 설맞이, 전, 네이버쇼핑, 라이브",2
2024-02-05,"[특징주] 네이버, 역대 최대 실적 환호 하루 만에 5% 급감",네이버  역대 최대 실적 환호 하루 만에 5  급감,"['네이버', '역대', '최대', '실적', '환호', '하루', '급감']",역대 최대 실적 환호 하루 급감,"역대, 최대, 실적, 하루, 급감",최대,"역대, 급감","실적, 환호, 하루",-1
2024-02-05,"네이버클라우드-NHN클라우드, ‘하이퍼클로바X’ 기반 AI 사업 위해 맞손",네이버클라우드 NHN클라우드   하이퍼클로바X  기반 AI 사업 위해 맞손,"['네이버클라우드', '클라우드', '하이퍼클로바X', '기반', '사업']",네이버클라우드 클라우드 하이퍼클로바X 기반 사업,"클라우드, 사업",,,"네이버클라우드, 클라우드, 하이퍼클로바X, 기반, 사업",0
2024-02-05,"유진투자 ""네이버 주식 매수의견 유지, 커머스와 콘텐츠 수익성 강화 지속""",유진투자  네이버 주식 매수의견 유지  커머스와 콘텐츠 수익성 강화 지속,"['유진', '투자', '네이버', '주식', '매수', '의견', '유지', '커머스', '콘텐츠', '수익', '강화', '지속']",유진 투자 주식 매수 의견 유지 커머스 콘텐츠 수익 강화 지속,"투자, 주식, 매수, 수익, 강화","투자, 매수, 수익, 강화",,"유진, 주식, 의견, 유지, 커머스, 콘텐츠, 지속",4
2024-02-05,"네이버페이, 대구은행과 '대구로페이' 활성화 위해 협력",네이버페이  대구은행과  대구로페이  활성화 위해 협력,"['네이버페이', '대구은행', '대구로페', '활성', '협력']",네이버페이 대구은행 대구로페 활성 협력,협력,협력,,"네이버페이, 대구은행, 대구로페, 활성",1
2024-02-05,"네이버, 연매출 9조 돌파에도 마냥 웃지 못하는 이유",네이버  연매출 9조 돌파에도 마냥 웃지 못하는 이유,"['네이버', '연', '매출', '돌파', '이유']",연 매출 돌파 이유,"매출, 돌파, 이유","매출, 돌파",,"연, 이유",3
2024-02-05,"이승만 다큐 '건국전쟁', 네이버만 '포스터' 없이 소개",이승만 다큐  건국전쟁   네이버만  포스터  없이 소개,"['이승만', '다큐', '건국', '전쟁', '네이버', '포스터', '소개']",이승만 다큐 건국 전쟁 포스터 소개,전쟁,,,"이승만, 다큐, 건국, 전쟁, 포스터, 소개",0
2024-02-05,"“네이버, AI 수익 성과 첫 공개…외인이 주가 결정”",네이버  AI 수익 성과 첫 공개 외인이 주가 결정,"['네이버', '수익', '성과', '공개', '외인', '주가', '결정']",수익 성과 공개 외인 주가 결정,"수익, 성과, 외인, 주가, 결정",수익,,"성과, 공개, 외인, 주가, 결정",1
2024-02-05,"""네이버, 시장 경쟁 심화…국내 점유율 얼마나 지킬지가 관건""",네이버  시장 경쟁 심화 국내 점유율 얼마나 지킬지가 관건,"['네이버', '시장', '경쟁', '심화', '국내', '점유', '관건']",시장 경쟁 심화 국내 점유 관건,"시장, 경쟁, 국내, 점유, 관건",점유,"경쟁, 관건","시장, 심화, 국내",-1
2024-02-05,[신년기획] 100조 세계최대 디지털 격전지… 네이버·카카오도 출사표,100조 세계최대 디지털 격전지  네이버 카카오도 출사표,"['세계', '최대', '디지털', '격전지', '네이버', '카카오', '출사표']",세계 최대 디지털 격전지 카카오 출사표,"세계, 최대, 디지털, 카카오",최대,,"세계, 디지털, 격전지, 카카오, 출사표",1
2024-02-05,"SK證 ""네이버, 영업이익 회복세…분기별 성장 기대""",SK證  네이버  영업이익 회복세 분기별 성장 기대,"['네이버', '영업', '이익', '회복세', '분기', '성장', '기대']",영업 이익 회복세 분기 성장 기대,"이익, 분기, 성장, 기대","이익, 성장, 기대",,"영업, 회복세, 분기",4
2024-02-05,"하인크코리아, 주가 급등…네이버 호실적에 협업 부각",하인크코리아  주가 급등 네이버 호실적에 협업 부각,"['하인크', '코리아', '주가', '급등', '네이버', '호실', '협업', '부각']",하인크 코리아 주가 급등 호실 협업 부각,"주가, 급등, 협업","급등, 협업",,"하인크, 코리아, 주가, 호실, 부각",3
2024-02-05,네이버 최수연 곤두박질 친 임직원 ‘신뢰’ 끌어올리기 안간힘,네이버 최수연 곤두박질 친 임직원  신뢰  끌어올리기 안간힘,"['네이버', '최', '수연', '곤두박질', '임직원', '신뢰', '안간힘']",최 수연 곤두박질 임직원 신뢰 안간힘,"곤두박질, 신뢰, 안간힘",신뢰,"곤두박질, 안간힘","최, 수연, 임직원",-1
2024-02-05,"키움증권 “네이버, 플랫폼 데이터·AI 활용 필요..업종 내 톱픽”",키움증권  네이버  플랫폼 데이터 AI 활용 필요  업종 내 톱픽,"['키움증권', '네이버', '플랫폼', '데이터', '활용', '필요', '업종', '톱']",키움증권 플랫폼 데이터 활용 필요 업종 톱,"플랫폼, 필요, 톱",톱,필요,"키움증권, 플랫폼, 데이터, 활용, 업종",0
2024-02-05,"[더벨]'부동산 귀재' 네이버, '전대 묘수' 현대차 홀렸다",부동산 귀재  네이버   전대 묘수  현대차 홀렸다,"['부동산', '귀재', '네이버', '전대', '묘수', '현대차']",부동산 귀재 전대 묘수 현대차,"부동산, 현대차",,,"부동산, 귀재, 전대, 묘수, 현대차",0
2024-02-05,"[하이&로우] ""네이버, 수익성 개선 긍정적…B2B 사업 성과 가시화 기대""-교보...",네이버  수익성 개선 긍정적 B2B 사업 성과 가시화 기대  교보,"['네이버', '수익', '개선', '긍정', '사업', '성과', '가시', '기대', '교보']",수익 개선 긍정 사업 성과 가시 기대 교보,"수익, 개선, 긍정, 사업, 성과, 기대","수익, 개선, 긍정, 기대",,"사업, 성과, 가시, 교보",4
2024-02-06,"네이버, 스트리머에 50억원 쏜다…“치지직 생태계 안착 목적”",네이버  스트리머에 50억원 쏜다  치지직 생태계 안착 목적,"['네이버', '스트리머', '생태', '안착', '목적']",스트리머 생태 안착 목적,안착,안착,,"스트리머, 생태, 목적",1
2024-02-06,"네이버 치지직, 스트리머 지원에 50억원 쏜다",네이버 치지직  스트리머 지원에 50억원 쏜다,"['네이버', '스트리머', '지원']",스트리머 지원,지원,지원,,스트리머,1
2024-02-06,"""설 연휴 네이버 지도 '나중에 출발' 이용하세요""",설 연휴 네이버 지도  나중에 출발  이용하세요,"['설', '연휴', '네이버', '지도', '나중', '출발', '이용']",설 연휴 지도 나중 출발 이용,"나중, 출발",출발,,"설, 연휴, 지도, 나중, 이용",1
2024-02-06,"김택완 ""오픈소스 없으면 지금의 네이버·카카오 없어""",김택완  오픈소스 없으면 지금의 네이버 카카오 없어,"['김', '택', '완', '오픈', '소스', '지금', '네이버', '카카오']",김 택 완 오픈 소스 지금 카카오,"오픈, 지금, 카카오",오픈,,"김, 택, 완, 소스, 지금, 카카오",1
2024-02-06,"네이버 브랜드스토어, 입점사 2000개 돌파…커머스 성장 견인",네이버 브랜드스토어  입점사 2000개 돌파 커머스 성장 견인,"['네이버', '브랜드', '스토어', '입', '점사', '돌파', '커머스', '성장', '견인']",브랜드 스토어 입 점사 돌파 커머스 성장 견인,"돌파, 성장, 견인","돌파, 성장, 견인",,"브랜드, 스토어, 입, 점사, 커머스",4
2024-02-06,성장 거듭하는 네이버웹툰…올해도 IP 사업으로 몸집 키운다,성장 거듭하는 네이버웹툰 올해도 IP 사업으로 몸집 키운다,"['성장', '네이버웹툰', '올해', '사업', '몸집']",성장 네이버웹툰 올해 사업 몸집,"성장, 올해, 사업",성장,,"네이버웹툰, 올해, 사업, 몸집",1
2024-02-06,"박성중, 네이버에 ‘경고’…“댓글조작 사태 방기하고 있어”",박성중  네이버에  경고   댓글조작 사태 방기하고 있어,"['박성', '네이버', '경고', '댓글', '조작', '사태', '방기']",박성 경고 댓글 조작 사태 방기,"경고, 댓글, 조작, 사태",,"경고, 조작, 사태","박성, 댓글, 방기",-3
2024-02-06,네이버페이로 대구지역화폐 결제 가능,네이버페이로 대구지역화폐 결제 가능,"['네이버페이', '대구', '지역', '화폐', '결제', '가능']",네이버페이 대구 화폐 결제 가능,가능,가능,,"네이버페이, 대구, 화폐, 결제",1
2024-02-06,"""네이버와 설 명절 시작부터 끝까지""…이동도 편하게 콘텐츠도 즐기고",네이버와 설 명절 시작부터 끝까지  이동도 편하게 콘텐츠도 즐기고,"['네이버', '설', '명절', '시작', '끝', '이동', '콘텐츠']",설 명절 시작 끝 이동 콘텐츠,"명절, 시작, 끝",시작,끝,"설, 명절, 이동, 콘텐츠",0
2024-02-06,[보안리더스] 이진규 CISO가 네이버 ‘클로바X’ 시작부터 참여한 이유,이진규 CISO가 네이버  클로바X  시작부터 참여한 이유,"['이진규', '네이버', '하이퍼클로바X', '시작', '참여', '이유']",이진규 하이퍼클로바X 시작 참여 이유,"시작, 참여, 이유","시작, 참여",,"이진규, 하이퍼클로바X, 이유",2
2024-02-06,"트리플, 네이버 클로바X와 맞손…여행일정 추천 실시",트리플  네이버 클로바X와 맞손 여행일정 추천 실시,"['트리플', '네이버', '하이퍼클로바X', '여행', '일정', '추천', '실시']",트리플 하이퍼클로바X 여행 일정 추천 실시,"추천, 실시","추천, 실시",,"트리플, 하이퍼클로바X, 여행, 일정",2
2024-02-06,"알리·테무 '中 이커머스의 진격', 쿠팡·네이버 '긴장?'",알리 테무  中 이커머스의 진격   쿠팡 네이버  긴장,"['알리', '태무', '커머스', '진격', '쿠팡', '네이버', '긴장']",알리 태무 커머스 진격 쿠팡 긴장,"진격, 쿠팡, 긴장",진격,긴장,"알리, 태무, 커머스, 쿠팡",1
2024-02-06,"네이버웹툰, 日서 역대 최대 실적…거래액 1조원 가시권",네이버웹툰  日서 역대 최대 실적 거래액 1조원 가시권,"['네이버웹툰', '역대', '최대', '실적', '거래액', '가시']",네이버웹툰 역대 최대 실적 거래액 가시,"역대, 최대, 실적",최대,역대,"네이버웹툰, 실적, 거래액, 가시",0
2024-02-06,"네이버·카카오, 코인 통합 난항… 투자자 반발로 '골머리'",네이버 카카오  코인 통합 난항  투자자 반발로  골머리,"['네이버', '카카오', '코인', '통합', '난항', '투자자', '반발', '골머리']",카카오 코인 통합 난항 투자자 반발 골머리,"카카오, 반발, 골머리",,"반발, 골머리","카카오, 코인, 통합, 난항, 투자자",-2
2024-02-06,"""쇼츠로 이용자 잡아라""…네이버·홈쇼핑도 '숏폼' 강화",쇼츠로 이용자 잡아라  네이버 홈쇼핑도  숏폼  강화,"['쇼츠', '이용자', '네이버', '홈쇼핑', '숏', '폼', '강화']",쇼츠 이용자 홈쇼핑 숏 폼 강화,강화,강화,,"쇼츠, 이용자, 홈쇼핑, 숏, 폼",1
2024-02-06,설 연휴 기간 공공주차장 무료 개방...오는 8일부터 네이버·카카오 등 길찾기...,설 연휴 기간 공공주차장 무료 개방   오는 8일부터 네이버 카카오 등 길찾기,"['설', '연휴', '기간', '공공', '주차장', '무료', '개방', '네이버', '카카오', '길']",설 연휴 기간 공공 주차장 무료 개방 카카오 길,카카오,,,"설, 연휴, 기간, 공공, 주차장, 무료, 개방, 카카오, 길",0
2024-02-06,"함소아제약, '네이버 브랜드 스토어'서 설 맞이 어린이 화장품 선물세트 할인",함소아제약   네이버 브랜드 스토어 서 설 맞이 어린이 화장품 선물세트 할인,"['소아', '제약', '네이버', '브랜드', '스토어', '서', '설', '맞이', '어린이', '화장품', '선물', '세트', '할인']",소아 제약 브랜드 스토어 서 설 맞이 어린이 화장품 선물 세트 할인,"선물, 할인",할인,,"소아, 제약, 브랜드, 스토어, 서, 설, 맞이, 어린이, 화장품, 선물, 세트",1
2024-02-06,"애플, 구글, 카카오, 네이버…초거대 플랫폼은 상생할 수 있을까",애플  구글  카카오  네이버 초거대 플랫폼은 상생할 수 있을까,"['애플', '구글', '카카오', '네이버', '거대', '플랫폼', '상생', '수']",애플 구글 카카오 거대 플랫폼 상생,"애플, 구글, 카카오, 거대, 플랫폼, 상생","거대, 상생",,"애플, 구글, 카카오, 플랫폼",2
2024-02-06,"네이버클라우드-NHN클라우드, ‘하이퍼클로바X’ 생태계 확장과 AI 공동 사업...",네이버클라우드 NHN클라우드   하이퍼클로바X  생태계 확장과 AI 공동 사업,"['네이버클라우드', '클라우드', '하이퍼클로바X', '생태', '확장', '공동', '사업']",네이버클라우드 클라우드 하이퍼클로바X 생태 확장 공동 사업,"클라우드, 확장, 사업",확장,,"네이버클라우드, 클라우드, 하이퍼클로바X, 생태, 공동, 사업",1
2024-02-06,"설 연휴 무료개방 주차장 정보는 '공유누리' 확인, 의료상담은 119로",설 연휴 무료개방 주차장 정보는  공유누리  확인  의료상담은 119로,"['설', '연휴', '무료', '개방', '주차장', '정보', '공유', '누리', '확인', '의료', '상담']",설 연휴 무료 개방 주차장 정보 공유 누리 확인 의료 상담,"정보, 확인",,,"설, 연휴, 무료, 개방, 주차장, 정보, 공유, 누리, 확인, 의료, 상담",0
2024-02-06,H지수 이어 종목형 ELS도 터졌다…'LG화학 ELS' 반토막 손실,H지수 이어 종목형 ELS도 터졌다  LG화학 ELS  반토막 손실,"['지수', '종목', 'LG화학', '반토막', '손실']",지수 종목 LG화학 반토막 손실,"지수, 종목, 반토막, 손실",,"반토막, 손실","지수, 종목, LG화학",-2
2024-02-06,"네이버·다음, 영화 건국전쟁 포스터 누락… 김덕영 감독 “이승만이라 빠졌나...",네이버 다음  영화 건국전쟁 포스터 누락  김덕영 감독  이승만이라 빠졌나,"['네이버', '다음', '영화', '건국', '전쟁', '포스터', '누락', '김덕', '영', '감독', '이승만']",다음 영화 건국 전쟁 포스터 누락 김덕 영 감독 이승만,"다음, 전쟁, 누락, 감독",,"누락, 감독","다음, 영화, 건국, 전쟁, 포스터, 김덕, 영, 이승만",-2
2024-02-06,"네이버, 급등세 토해내며 주가 줄행랑…증권가 평가는 긍정반응",네이버  급등세 토해내며 주가 줄행랑 증권가 평가는 긍정반응,"['네이버', '급등세', '주가', '줄행랑', '증권가', '평가', '긍정', '반응']",급등세 주가 줄행랑 증권가 평가 긍정 반응,"주가, 평가, 긍정",긍정,평가,"급등세, 주가, 줄행랑, 증권가, 반응",0
2024-02-06,“써서 안 먹을래” 몸에 좋대도 싫다더니…이젠 애들이 먼저 달라고 졸라,써서 안 먹을래  몸에 좋대도 싫다더니 이젠 애들이 먼저 달라고 졸라,"['몸', '이제', '애']",몸 이제 애,,,,"몸, 이제, 애",0
2024-02-06,"年매출 1兆 남양유업, 배당 고작 8억…'주주 푸대접'에 발목잡힌 증시",年매출 1兆 남양유업  배당 고작 8억  주주 푸대접 에 발목잡힌 증시,"['매출', '남양유업', '배당', '주주', '푸대접', '발목', '증시']",매출 남양유업 배당 주주 푸대접 발목 증시,"매출, 배당, 주주, 발목, 증시",매출,발목,"남양유업, 배당, 주주, 푸대접, 증시",0
2024-02-06,플랫폼법 “준비 끝났다”…기업 명단 최소 ‘5개 이상’ 오른다,플랫폼법  준비 끝났다  기업 명단 최소  5개 이상  오른다,"['플랫폼', '법', '준비', '기업', '명단', '최소', '이상']",플랫폼 법 준비 기업 명단 최소 이상,"플랫폼, 준비, 기업, 최소",준비,,"플랫폼, 법, 기업, 명단, 최소, 이상",1
2024-02-06,"마케팅 도서 '오케팅', 네이버 도서 베스트셀러 1위 등극",마케팅 도서  오케팅   네이버 도서 베스트셀러 1위 등극,"['마케팅', '도서', '팅', '네이버', '도서', '베스트셀러', '등극']",마케팅 도서 팅 도서 베스트셀러 등극,"마케팅, 등극",등극,,"마케팅, 도서, 팅, 도서, 베스트셀러",1
2024-02-06,"바이오던스, 설맞이 고객 감사 이벤트 진행",바이오던스  설맞이 고객 감사 이벤트 진행,"['바이오던스', '설맞이', '고객', '감사', '이벤트', '진행']",바이오던스 설맞이 고객 감사 이벤트 진행,"감사, 이벤트, 진행","감사, 이벤트, 진행",,"바이오던스, 설맞이, 고객",4
2024-02-06,"""과분한 행운에 두려움마저 드는 날""… 클린스만 운세 화제",과분한 행운에 두려움마저 드는 날   클린스만 운세 화제,"['행운', '두려움', '린스', '운세', '화제']",행운 두려움 린스 운세 화제,"행운, 두려움",행운,두려움,"린스, 운세, 화제",-1
2024-02-06,"소프트웨어 업종 M&A, 1년 만에 34% 줄었다",소프트웨어 업종 M A  1년 만에 34  줄었다,"['소프트웨어', '업종']",소프트웨어 업종,,,,"소프트웨어, 업종",0
2024-02-06,"[기획]영암군, '2024 더 크고 더 젊은 미래 도시'로 도약!",영암군   2024 더 크고 더 젊은 미래 도시 로 도약,"['영암군', '미래', '도시', '도약']",영암군 미래 도시 도약,"미래, 도약","미래, 도약",,"영암군, 도시",2
2024-02-06,"[단독]당정, 제평위 법제화 추진…총선 후 출범 전망",당정  제평위 법제화 추진 총선 후 출범 전망,"['당정', '위', '법제', '추진', '총선', '출범', '전망']",당정 위 법제 추진 총선 출범 전망,"추진, 출범, 전망","추진, 출범",,"당정, 위, 법제, 총선, 전망",2
2024-02-06,"합천군, 설맞이 고향사랑기부제 이벤트 실시",합천군  설맞이 고향사랑기부제 이벤트 실시,"['합천군', '설맞이', '고향', '사랑', '기부', '이벤트', '실시']",합천군 설맞이 고향 사랑 기부 이벤트 실시,"사랑, 기부, 이벤트, 실시","사랑, 기부, 이벤트, 실시",,"합천군, 설맞이, 고향",5
2024-02-06,춘천시 옛 캠프페이지 개발 업무협약…K-컬처 플랫폼 구상,춘천시 옛 캠프페이지 개발 업무협약 K 컬처 플랫폼 구상,"['춘천시', '캠프', '페이지', '개발', '업무', '협약', '컬처', '플랫폼', '구상']",춘천시 캠프 페이지 개발 업무 협약 컬처 플랫폼 구상,"개발, 협약, 플랫폼","개발, 협약",,"춘천시, 캠프, 페이지, 업무, 컬처, 플랫폼, 구상",2
2024-02-06,"[기자수첩] 아시아 No.1 블록체인, 공허한 메아리?",아시아 NO 1 블록체인  공허한 메아리,"['아시아', '블록체인', '메아리']",아시아 블록체인 메아리,블록체인,,,"아시아, 블록체인, 메아리",0
2024-02-06,여행하면 뭐다? ‘마이리얼트립’의 존재 이유,여행하면 뭐다   마이리얼트립 의 존재 이유,"['여행', '마이리얼트립', '존재', '이유']",여행 마이리얼트립 존재 이유,이유,,,"여행, 마이리얼트립, 존재, 이유",0
2024-02-06,"미국증시 일제 하락, 파월 조기 금리인하 전망에 찬물",미국증시 일제 하락  파월 조기 금리인하 전망에 찬물,"['미국', '증시', '일제', '하락', '파월', '조기', '금리', '인하', '전망', '찬물']",미국 증시 일제 하락 파월 조기 금리 인하 전망 찬물,"미국, 증시, 하락, 금리, 인하, 전망, 찬물",인하,"하락, 찬물","미국, 증시, 일제, 파월, 조기, 금리, 전망",-1
2024-02-06,설 명절 코앞인데...모빌리티앱 내비 업데이트 미비,설 명절 코앞인데   모빌리티앱 내비 업데이트 미비,"['설', '명절', '코앞', '모빌리티', '앱', '비', '업데이트', '미비']",설 명절 코앞 모빌리티 앱 비 업데이트 미비,"명절, 모빌리티, 업데이트",업데이트,,"설, 명절, 코앞, 모빌리티, 앱, 비, 미비",1
2024-02-06,"테슬라 실적 경고에 4% 급락, 8개월래 최저가 기록",테슬라 실적 경고에 4  급락  8개월래 최저가 기록,"['테슬라', '실적', '경고', '급락', '래', '최저', '기록']",테슬라 실적 경고 급락 래 최저 기록,"테슬라, 실적, 경고, 급락, 최저",,"경고, 급락, 최저","테슬라, 실적, 래, 기록",-4
2024-02-06,“요르단전 앞두고 이강인 '운세' 직접 찾아봤습니다. 진짜 대박입니다”,요르단전 앞두고 이강인  운세  직접 찾아봤습니다  진짜 대박입니다,"['요르단', '이강인', '운세', '박']",요르단 이강인 운세 박,,,,"요르단, 이강인, 운세, 박",0
2024-02-07,"'1000원 내고 1시간동안 마음껏'…네이버웹툰, 시간제 이용권 출시",1000원 내고 1시간동안 마음껏  네이버웹툰  시간제 이용권 출시,"['동안', '네이버웹툰', '시간', '이용권', '출시']",동안 네이버웹툰 시간 이용권 출시,"시간, 출시",출시,,"동안, 네이버웹툰, 시간, 이용권",1
2024-02-07,‘신세계 외손녀 걸그룹 데뷔설’ 그 회사에 네이버 창업자 아들도,신세계 외손녀 걸그룹 데뷔설  그 회사에 네이버 창업자 아들도,"['신세계', '외손녀', '걸그룹', '데뷔', '회사', '네이버', '창업자', '아들']",신세계 외손녀 걸그룹 데뷔 회사 창업자 아들,"신세계, 회사, 아들",신세계,,"외손녀, 걸그룹, 데뷔, 회사, 창업자, 아들",1
2024-02-07,"훈남 가수, 네이버 창업자 아들?…베일 싸인 재벌家 달라졌다",훈남 가수  네이버 창업자 아들  베일 싸인 재벌家 달라졌다,"['훈', '남', '가수', '네이버', '창업자', '아들', '베일', '싸인', '재벌']",훈 남 가수 창업자 아들 베일 싸인 재벌,아들,,,"훈, 남, 가수, 창업자, 아들, 베일, 싸인, 재벌",0
2024-02-07,모빌리티 앱 이용자 3년새 1000만명 늘어…네이버지도가 1위,모빌리티 앱 이용자 3년새 1000만명 늘어 네이버지도가 1위,"['모빌리티', '앱', '이용자', '새', '네이버', '지도']",모빌리티 앱 이용자 새 지도,모빌리티,,,"모빌리티, 앱, 이용자, 새, 지도",0
2024-02-07,"카톡·네이버, ‘2시간 이상 서비스 중단시’ 고지해야",카톡 네이버   2시간 이상 서비스 중단시  고지해야,"['카톡', '네이버', '이상', '서비스', '단시', '고지']",카톡 이상 서비스 단시 고지,"카톡, 서비스",,,"카톡, 이상, 서비스, 단시, 고지",0
2024-02-07,유튜브에 밀리는 카카오·네이버...대안 없나,유튜브에 밀리는 카카오 네이버   대안 없나,"['유튜브', '카카오', '네이버', '대안']",유튜브 카카오 대안,"유튜브, 카카오",,,"유튜브, 카카오, 대안",0
2024-02-07,"개인정보위, AI 운영 기업 실태점검…네이버·챗GPT 등 10여곳",개인정보위  AI 운영 기업 실태점검 네이버 챗GPT 등 10여곳,"['개인', '정보위', '운영', '기업', '실태', '점검', '네이버', '챗', '곳']",개인 정보위 운영 기업 실태 점검 챗 곳,"개인, 기업",,,"개인, 정보위, 운영, 기업, 실태, 점검, 챗, 곳",0
2024-02-07,"네이버, 검색 점유율 정체…장외에선 구글, 메타 추격",네이버  검색 점유율 정체 장외에선 구글  메타 추격,"['네이버', '검색', '점유', '정체', '장외', '구글', '메타', '추격']",검색 점유 정체 장외 구글 메타 추격,"점유, 구글, 추격",점유,추격,"검색, 정체, 장외, 구글, 메타",0
2024-02-07,초거대 AI 의료 분야 확대 모색한다…업계 의견 청취 나선 정부,초거대 AI 의료 분야 확대 모색한다 업계 의견 청취 나선 정부,"['거대', '의료', '분야', '확대', '모색', '업계', '의견', '청취', '정부']",거대 의료 분야 확대 모색 업계 의견 청취 정부,"거대, 확대, 모색, 정부","거대, 확대, 모색",,"의료, 분야, 업계, 의견, 청취, 정부",3
